Term,P(class1),P(class2),P(class3),P(class4)
modular,0.0001,0.0005,0.0002,0.0002
moea-dapd,0.0004,0.0001,0.0002,0.0002
moggo,0.0007,0.0001,0.0002,0.0002
mogwo,0.0002,0.0001,0.0002,0.0002
mold,0.0002,0.0001,0.0002,0.0002
money,0.0001,0.0001,0.0002,0.0003
monitor,0.0006,0.0006,0.0002,0.0002
monoton,0.0001,0.0001,0.0002,0.0005
mopso,0.0006,0.0001,0.0002,0.0002
moreov,0.0007,0.0003,0.0003,0.0007
mortal,0.0001,0.0001,0.0002,0.0003
mosfcmpso,0.0004,0.0001,0.0002,0.0002
mosfpso,0.0002,0.0001,0.0002,0.0002
moth-flam,0.0002,0.0001,0.0002,0.0002
motion,0.0003,0.0001,0.0002,0.0003
motiv,0.0003,0.0001,0.0002,0.0003
mountain,0.0001,0.0001,0.0005,0.0002
move,0.0001,0.0003,0.0002,0.0003
movement,0.0002,0.0003,0.0002,0.0002
mpso,0.0002,0.0001,0.0002,0.0002
mro,0.0003,0.0001,0.0002,0.0002
mrocaro,0.0005,0.0001,0.0002,0.0002
ms,0.0003,0.0003,0.0002,0.0002
msdbo,0.0004,0.0001,0.0002,0.0002
mse,0.0001,0.0005,0.0002,0.0002
msfla,0.0002,0.0001,0.0002,0.0002
msvr-pso,0.0001,0.0001,0.0003,0.0002
mth,0.0002,0.0001,0.0002,0.0002
mtsp,0.0003,0.0001,0.0002,0.0002
multi,0.0004,0.0003,0.0002,0.0002
multi-attribut,0.0001,0.0001,0.0002,0.0007
multi-channel,0.0001,0.0004,0.0002,0.0002
multi-class,0.0001,0.0001,0.0008,0.0002
multi-dimension,0.0002,0.0001,0.0002,0.0002
multi-dock,0.0001,0.0001,0.0005,0.0002
multi-domain,0.0001,0.0001,0.0002,0.0003
multi-featur,0.0001,0.0003,0.0002,0.0002
multi-level,0.0004,0.0001,0.0002,0.0002
multi-object,0.0022,0.0001,0.0005,0.0002
multi-optimization-bas,0.0001,0.0001,0.0003,0.0002
multi-peak,0.0001,0.0001,0.0003,0.0002
multi-point,0.0002,0.0001,0.0002,0.0002
multi-popul,0.0004,0.0001,0.0002,0.0002
multi-scal,0.0001,0.0003,0.0002,0.0002
multi-step,0.0001,0.0004,0.0002,0.0002
multi-strategi,0.0007,0.0004,0.0002,0.0002
multi-travel,0.0002,0.0001,0.0002,0.0002
multi-word,0.0001,0.0003,0.0002,0.0002
multi/many-object,0.0003,0.0001,0.0002,0.0002
multidimension,0.0003,0.0001,0.0005,0.0002
multifacet,0.0001,0.0001,0.0003,0.0003
multilay,0.0001,0.0001,0.0003,0.0002
multilevel,0.0003,0.0001,0.0002,0.0002
multimod,0.0013,0.0001,0.0002,0.0002
multiobject,0.0002,0.0001,0.0002,0.0002
multipl,0.0008,0.0013,0.0007,0.0005
multipli,0.0001,0.0001,0.0002,0.0003
multitask,0.0004,0.0001,0.0002,0.0002
multitud,0.0002,0.0001,0.0002,0.0002
multivari,0.0001,0.0004,0.0002,0.0002
mura,0.0001,0.0003,0.0002,0.0002
musculoskelet,0.0001,0.0008,0.0002,0.0002
must,0.0002,0.0004,0.0002,0.0002
mutat,0.001,0.0003,0.0005,0.0002
mw,0.0003,0.0001,0.0002,0.0002
mycelium,0.0001,0.0005,0.0002,0.0002
mycelium-na,0.0001,0.0004,0.0002,0.0002
n,0.0001,0.0001,0.0002,0.0003
naiv,0.0001,0.0004,0.0002,0.0002
name,0.0007,0.0001,0.0007,0.0002
nanoparticl,0.0001,0.0001,0.0002,0.0009
nanoparticle-bas,0.0001,0.0001,0.0002,0.0003
nas,0.0001,0.0005,0.0002,0.0002
nation,0.0001,0.0003,0.0002,0.0002
natur,0.0005,0.0003,0.0003,0.0003
nature-inspir,0.0004,0.0001,0.0005,0.0002
naur,0.0001,0.0001,0.0002,0.0003
navig,0.0001,0.0003,0.0005,0.0003
naïv,0.0001,0.0003,0.0002,0.0002
ncs,0.0001,0.0001,0.0002,0.0003
ndsolv,0.0001,0.0001,0.0003,0.0002
near,0.0003,0.0001,0.0002,0.0002
near-optim,0.0002,0.0001,0.0002,0.0002
nearest,0.0001,0.0003,0.0002,0.0002
necessit,0.0003,0.0001,0.0003,0.0003
need,0.0009,0.0008,0.0005,0.0003
nega,0.0003,0.0001,0.0002,0.0002
negat,0.0001,0.0004,0.0003,0.0002
neglig,0.0001,0.0003,0.0002,0.0002
neighbor,0.0001,0.0003,0.0002,0.0002
neighborhood,0.0003,0.0001,0.0003,0.0003
neighbour,0.0001,0.0001,0.0003,0.0002
neighbourhood,0.0001,0.0001,0.0005,0.0002
nemenyi,0.0001,0.0003,0.0002,0.0002
net,0.0002,0.0001,0.0002,0.0002
net-zero,0.0001,0.0001,0.0002,0.0003
network,0.0021,0.0067,0.004,0.001
network-driven,0.0001,0.0003,0.0002,0.0002
neural,0.0003,0.005,0.003,0.0005
neural-inspir,0.0002,0.0001,0.0002,0.0002
neural-network,0.0001,0.0001,0.0003,0.0002
neuro-evolutionari,0.0003,0.0001,0.0002,0.0002
neuroevolut,0.0001,0.0001,0.0005,0.0002
neuron,0.0001,0.0001,0.0008,0.0002
neurosci,0.0001,0.0001,0.0002,0.0003
neutral,0.0002,0.0001,0.0002,0.0002
nevertheless,0.0001,0.0003,0.0003,0.0002
new,0.0015,0.0009,0.0007,0.0016
newli,0.0001,0.0001,0.0002,0.0005
newton,0.0002,0.0001,0.0005,0.0002
next-gener,0.0002,0.0001,0.0002,0.0002
nfc-base,0.0001,0.0003,0.0002,0.0002
nich,0.0002,0.0001,0.0002,0.0002
nimakhodadadi,0.0002,0.0001,0.0002,0.0002
nine,0.0002,0.0004,0.0003,0.0002
nn,0.0001,0.0005,0.0002,0.0002
no-wait,0.0003,0.0001,0.0002,0.0002
node,0.0014,0.0006,0.0003,0.0003
node-level,0.0001,0.0001,0.0002,0.0005
nois,0.0001,0.0003,0.0002,0.0002
noise-toler,0.0001,0.0003,0.0002,0.0002
noisi,0.0001,0.0003,0.0002,0.0003
non-awarde,0.0001,0.0001,0.0002,0.0003
non-biodegrad,0.0001,0.0001,0.0002,0.0003
non-domin,0.0004,0.0001,0.0002,0.0002
non-govern,0.0001,0.0001,0.0002,0.0003
non-linear,0.0002,0.0001,0.0002,0.0002
non-neg,0.0004,0.0001,0.0002,0.0002
non-parametr,0.0002,0.0001,0.0002,0.0002
non-permutation-bas,0.0002,0.0001,0.0002,0.0002
non-separ,0.0003,0.0001,0.0002,0.0002
non-stationari,0.0001,0.0003,0.0002,0.0002
none,0.0001,0.0003,0.0002,0.0002
nonetheless,0.0001,0.0001,0.0002,0.0003
nonlinear,0.0002,0.0009,0.0005,0.0002
norm,0.0001,0.0001,0.0002,0.0003
normal,0.0001,0.0004,0.0003,0.0003
normal-tumor,0.0001,0.0001,0.0003,0.0002
notabl,0.0004,0.0004,0.0003,0.0005
note,0.0002,0.0003,0.0002,0.0002
notion,0.0001,0.0001,0.0002,0.0003
notori,0.0002,0.0001,0.0002,0.0002
novel,0.0023,0.0021,0.0008,0.0009
novelti,0.0002,0.0003,0.0003,0.0002
np-hard,0.0002,0.0003,0.0002,0.0002
npc,0.0004,0.0001,0.0002,0.0002
nsga-ii,0.0002,0.0001,0.0002,0.0002
number,0.0009,0.0009,0.0007,0.0007
numer,0.0005,0.0009,0.0002,0.0005
nykaa,0.0001,0.0001,0.0003,0.0002
nyt10,0.0001,0.0001,0.0002,0.0003
object,0.002,0.0013,0.0008,0.0007
obl,0.0005,0.0001,0.0002,0.0002
observ,0.0002,0.0005,0.0007,0.0002
obstacl,0.0001,0.0001,0.0002,0.0003
obstacle-rang,0.0001,0.0001,0.0002,0.0003
obstruct,0.0001,0.0001,0.0003,0.0002
obtain,0.0004,0.0012,0.0005,0.0005
oc-aefa,0.0002,0.0001,0.0002,0.0002
odma,0.0003,0.0001,0.0002,0.0002
odma-ga,0.0004,0.0001,0.0002,0.0002
ofcm,0.0001,0.0004,0.0002,0.0002
off-grid,0.0003,0.0001,0.0002,0.0002
offer,0.001,0.0009,0.0005,0.0016
offlin,0.0001,0.0004,0.0002,0.0002
offspr,0.0004,0.0001,0.0002,0.0002
often,0.0006,0.0006,0.0007,0.0007
one,0.0005,0.0013,0.0003,0.0009
one-third,0.0002,0.0001,0.0002,0.0002
one-way,0.0002,0.0001,0.0002,0.0002
ongo,0.0002,0.0001,0.0002,0.0002
onlin,0.0002,0.0006,0.0002,0.0003
onto,0.0001,0.0001,0.0003,0.0002
ooa,0.0002,0.0001,0.0002,0.0002
open,0.0005,0.0001,0.0002,0.0002
open-sourc,0.0003,0.0001,0.0002,0.0002
oper,0.0032,0.0005,0.0005,0.0042
opf,0.0008,0.0001,0.0002,0.0002
opportun,0.0001,0.0006,0.0002,0.0007
opposit,0.0004,0.0001,0.0002,0.0002
opposition-bas,0.0007,0.0001,0.0002,0.0002
oppositional-bas,0.0002,0.0001,0.0002,0.0002
opt,0.0004,0.0004,0.0002,0.0003
optim,0.0204,0.0038,0.0128,0.0038
optima,0.0012,0.0003,0.0005,0.0002
optimis,0.0011,0.0001,0.0003,0.0005
optimizacija,0.0001,0.0001,0.0002,0.0003
optimization-assist,0.0001,0.0003,0.0002,0.0002
optimum,0.0007,0.0001,0.0005,0.0002
option,0.0001,0.0001,0.0002,0.0005
optuna,0.0001,0.0003,0.0002,0.0002
orbit,0.0001,0.0001,0.0002,0.0009
order,0.0009,0.0001,0.0005,0.0007
organ,0.0001,0.0003,0.0002,0.0005
organiz,0.0001,0.0003,0.0002,0.0002
orient,0.0003,0.0003,0.0002,0.0002
origin,0.0006,0.0003,0.0008,0.0005
orthogon,0.0001,0.0003,0.0002,0.0002
orthopair,0.0001,0.0001,0.0002,0.0012
os,0.0006,0.0001,0.0002,0.0002
osprey,0.0004,0.0001,0.0002,0.0002
other,0.0001,0.0001,0.0002,0.0003
otherwis,0.0001,0.0001,0.0002,0.0003
otsu,0.0004,0.0001,0.0002,0.0002
out-of-band,0.0001,0.0001,0.0002,0.0003
outbound,0.0001,0.0001,0.0003,0.0002
outcom,0.0006,0.0004,0.0003,0.0002
outlier,0.0002,0.0003,0.0002,0.0002
outlin,0.0001,0.0001,0.0002,0.0005
outperform,0.0011,0.0004,0.001,0.0003
output,0.0002,0.0003,0.0002,0.0002
outsid,0.0001,0.0001,0.0002,0.0003
outsourc,0.0006,0.0001,0.0002,0.0002
outstand,0.0002,0.0001,0.0002,0.0003
overal,0.0005,0.0004,0.0003,0.0002
overcom,0.0003,0.0003,0.0002,0.0005
overhead,0.0001,0.0003,0.0003,0.0002
overlap,0.0001,0.0004,0.0003,0.0002
overlook,0.0001,0.0003,0.0002,0.0003
oversampl,0.0001,0.0004,0.0002,0.0002
overshoot,0.0002,0.0001,0.0002,0.0002
overview,0.0001,0.0004,0.0002,0.0002
overwhelm,0.0001,0.0001,0.0003,0.0002
owe,0.0001,0.0003,0.0002,0.0002
p,0.0001,0.0005,0.0002,0.0002
p-valu,0.0002,0.0003,0.0002,0.0002
p.u.,0.0002,0.0001,0.0002,0.0002
p_yf,0.0001,0.0001,0.0002,0.0003
pace,0.0001,0.0003,0.0002,0.0002
packet,0.0001,0.0004,0.0002,0.0002
paid,0.0002,0.0001,0.0002,0.0002
pair,0.0001,0.0003,0.0003,0.0009
pair-bas,0.0001,0.0001,0.0002,0.0003
pairwis,0.0002,0.0001,0.0002,0.0002
paper,0.0023,0.0016,0.0015,0.0029
paradigm,0.0002,0.0003,0.0002,0.0002
parallel,0.0004,0.0006,0.0003,0.0002
paramet,0.0013,0.0022,0.0012,0.0012
parameter-tun,0.0002,0.0001,0.0002,0.0002
paramount,0.0002,0.0001,0.0002,0.0002
parent,0.0004,0.0001,0.0002,0.0002
pareto,0.0004,0.0001,0.0002,0.0003
pareto-optim,0.0003,0.0001,0.0002,0.0002
part,0.0002,0.0001,0.0002,0.0002
partial,0.0001,0.0003,0.0002,0.0002
particip,0.0002,0.0001,0.0002,0.0002
particl,0.0015,0.0001,0.0012,0.0003
particular,0.0008,0.0006,0.0012,0.0003
partit,0.0004,0.0004,0.0003,0.0002
pass,0.0001,0.0004,0.0002,0.0002
passeng,0.0002,0.0001,0.0002,0.0002
past,0.0002,0.0001,0.0002,0.0003
path,0.0008,0.0001,0.0002,0.0003
path-plan,0.0002,0.0001,0.0002,0.0002
patholog,0.0001,0.0004,0.0002,0.0002
patient,0.0002,0.0003,0.0002,0.0002
pattern,0.0002,0.0012,0.0003,0.0005
pay,0.0001,0.0003,0.0002,0.0002
pch,0.0001,0.0001,0.0003,0.0002
peak,0.0007,0.0001,0.0002,0.0002
pearclust,0.0001,0.0003,0.0002,0.0002
pearson,0.0001,0.0004,0.0002,0.0002
peer,0.0002,0.0001,0.0002,0.0002
penal,0.0001,0.0003,0.0002,0.0002
penalti,0.0001,0.0003,0.0002,0.0002
peopl,0.0001,0.0001,0.0002,0.0003
per,0.0001,0.0003,0.0002,0.0002
percentag,0.0002,0.0003,0.0002,0.0002
percept,0.0001,0.0001,0.0003,0.0002
perceptron,0.0001,0.0001,0.0003,0.0002
perform,0.007,0.003,0.0045,0.0022
period,0.0002,0.0004,0.0002,0.0002
permeabl,0.0001,0.0001,0.0002,0.0003
permit,0.0002,0.0001,0.0002,0.0002
permut,0.0004,0.0003,0.0002,0.0002
permutation-bas,0.0004,0.0001,0.0002,0.0002
persist,0.0002,0.0001,0.0002,0.0003
personnel,0.0001,0.0003,0.0002,0.0002
perspect,0.0002,0.0005,0.0002,0.0002
perturb,0.0003,0.0001,0.0005,0.0002
pervas,0.0002,0.0001,0.0002,0.0002
pest,0.0001,0.0016,0.0002,0.0002
pfrcossim,0.0001,0.0004,0.0002,0.0002
phase,0.0012,0.0004,0.0005,0.0003
phenomena,0.0002,0.0003,0.0002,0.0002
phenomenon,0.0002,0.0001,0.0002,0.0002
pheromon,0.0002,0.0001,0.0002,0.0002
photographi,0.0001,0.0003,0.0002,0.0002
photovolta,0.0002,0.0004,0.0002,0.0002
physic,0.0001,0.0003,0.0003,0.0007
physics-inform,0.0001,0.0001,0.0008,0.0002
pictur,0.0001,0.0001,0.0003,0.0002
ping,0.0001,0.0001,0.0002,0.0003
pioneer,0.0001,0.0001,0.0002,0.0003
pivot,0.0001,0.0001,0.0002,0.0005
pixel-wis,0.0001,0.0003,0.0002,0.0002
place,0.0002,0.0001,0.0002,0.0002
placement,0.0007,0.0001,0.0002,0.0002
plan,0.0006,0.0001,0.0003,0.0014
plant,0.0001,0.0013,0.0022,0.0002
plant-rel,0.0001,0.0003,0.0002,0.0002
plastic,0.0001,0.0001,0.0002,0.0007
platform,0.0001,0.0001,0.0002,0.0005
play,0.0001,0.0001,0.0005,0.0003
plot,0.0003,0.0004,0.0002,0.0002
point,0.0004,0.0001,0.0002,0.0003
pointwis,0.0001,0.0001,0.0003,0.0002
polar,0.0001,0.0001,0.0002,0.0003
polici,0.0001,0.0004,0.0003,0.0005
pollin,0.0001,0.0001,0.0003,0.0002
pollut,0.0001,0.0001,0.0002,0.0003
polynomi,0.0001,0.0001,0.0003,0.0002
poor,0.0002,0.0001,0.0002,0.0005
popul,0.0028,0.0004,0.0008,0.0003
popular,0.0003,0.0004,0.0003,0.0003
population-bas,0.0004,0.0001,0.0002,0.0002
populations-on,0.0001,0.0001,0.0003,0.0002
pose,0.0001,0.0003,0.0002,0.0003
posit,0.001,0.0005,0.001,0.0003
positive-cas,0.0001,0.0003,0.0002,0.0002
possess,0.0003,0.0001,0.0002,0.0002
possibl,0.0001,0.0001,0.0002,0.0003
post,0.0001,0.0001,0.0002,0.0003
post-hoc,0.0002,0.0003,0.0002,0.0002
post-quantum,0.0003,0.0001,0.0002,0.0002
potato,0.0001,0.0003,0.0002,0.0002
potent,0.0001,0.0003,0.0003,0.0005
potenti,0.001,0.0009,0.0012,0.0005
power,0.0037,0.0001,0.0003,0.0014
ppda-nega-pqh,0.0004,0.0001,0.0002,0.0002
pqhe,0.0002,0.0001,0.0002,0.0002
pqi,0.0003,0.0001,0.0002,0.0002
pr,0.0003,0.0001,0.0002,0.0002
practic,0.0009,0.0005,0.0003,0.0009
practition,0.0001,0.0003,0.0002,0.0002
pre-defin,0.0001,0.0003,0.0002,0.0002
pre-process,0.0001,0.0001,0.0003,0.0002
precis,0.0004,0.0005,0.0017,0.0005
precoci,0.0002,0.0001,0.0002,0.0002
predatori,0.0002,0.0001,0.0002,0.0002
predecessor,0.0002,0.0001,0.0002,0.0002
predict,0.0005,0.0034,0.0038,0.0002
prefer,0.0001,0.0001,0.0003,0.0002
prematur,0.0005,0.0001,0.0005,0.0002
premium,0.0001,0.0001,0.0002,0.0003
premium/ordinari,0.0001,0.0001,0.0002,0.0005
preprocess,0.0001,0.0003,0.0002,0.0002
presenc,0.0003,0.0003,0.0002,0.0002
present,0.0015,0.0012,0.001,0.0024
preserv,0.0004,0.0003,0.0002,0.0002
pressur,0.0002,0.0001,0.0002,0.0002
prestig,0.0001,0.0001,0.0002,0.0003
prestigi,0.0002,0.0001,0.0002,0.0002
pretrain,0.0001,0.0001,0.0003,0.0002
prevail,0.0001,0.0003,0.0003,0.0003
preval,0.0002,0.0003,0.0003,0.0003
prevent,0.0002,0.0003,0.0003,0.0002
previous,0.0001,0.0001,0.0002,0.0005
prey,0.0002,0.0001,0.0002,0.0002
prey-bas,0.0003,0.0001,0.0002,0.0002
price,0.0002,0.0001,0.0002,0.0005
primari,0.0006,0.0003,0.0005,0.0003
primarili,0.0003,0.0001,0.0002,0.0002
princip,0.0001,0.0003,0.0002,0.0002
principl,0.0003,0.0001,0.0005,0.0003
print,0.0002,0.0001,0.0002,0.0002
prior,0.0002,0.0001,0.0002,0.0002
prisma,0.0001,0.0003,0.0002,0.0002
privaci,0.0001,0.0008,0.0002,0.0002
privacy-preserv,0.0003,0.0001,0.0002,0.0002
probabilist,0.0004,0.0001,0.0002,0.0003
probabl,0.0004,0.0001,0.0002,0.0012
problem,0.0109,0.0018,0.003,0.004
problem-solv,0.0003,0.0001,0.0002,0.0002
problem-specif,0.0002,0.0001,0.0002,0.0002
procedur,0.0002,0.0001,0.0002,0.0002
process,0.0013,0.0018,0.0007,0.0014
produc,0.0006,0.0003,0.0003,0.0003
product,0.0002,0.0006,0.0008,0.0005
profici,0.0003,0.0001,0.0002,0.0002
profil,0.0001,0.0003,0.0002,0.0002
profit,0.0001,0.0003,0.0002,0.0002
profound,0.0001,0.0001,0.0003,0.0002
prognosi,0.0001,0.0001,0.0003,0.0002
program,0.0004,0.0001,0.0002,0.0005
progress,0.0003,0.0003,0.0005,0.0005
project,0.0003,0.001,0.0002,0.0009
promethe,0.0002,0.0001,0.0002,0.0002
promethee-driven,0.0002,0.0001,0.0002,0.0002
promin,0.0003,0.0003,0.0002,0.0002
promis,0.001,0.0004,0.0005,0.0003
promot,0.0003,0.0001,0.0003,0.0002
prone,0.0001,0.0003,0.0002,0.0002
propag,0.0001,0.0004,0.0002,0.0002
proper,0.0002,0.0005,0.0002,0.0002
properti,0.0001,0.0003,0.0002,0.0003
proport,0.0004,0.0003,0.0002,0.0002
propos,0.0074,0.0054,0.0058,0.0047
proprietari,0.0001,0.0003,0.0002,0.0002
prospect,0.0001,0.0001,0.0002,0.0003
protect,0.0001,0.0005,0.0002,0.0002
protocol,0.0002,0.0004,0.0002,0.0002
prove,0.0003,0.0001,0.0003,0.0003
provid,0.0018,0.0017,0.0012,0.0009
prowess,0.0001,0.0001,0.0003,0.0002
proxim,0.0001,0.0003,0.0002,0.0002
psco,0.0004,0.0001,0.0002,0.0002
psnr,0.0003,0.0003,0.0002,0.0002
pso,0.0006,0.0001,0.0013,0.0002
pso-ga,0.0001,0.0001,0.0008,0.0002
psofa-dt,0.0001,0.0001,0.0005,0.0002
psycholog,0.0001,0.0001,0.0005,0.0002
public,0.0002,0.0003,0.0003,0.0005
publish,0.0002,0.0003,0.0003,0.0002
pulmonari,0.0001,0.0001,0.0003,0.0002
pulse-echo,0.0001,0.0001,0.0002,0.0003
purpos,0.0002,0.0005,0.0003,0.0003
put,0.0003,0.0003,0.0002,0.0003
pv,0.0003,0.0004,0.0002,0.0002
pwm,0.0001,0.0001,0.0002,0.0007
pythagorean,0.0001,0.0001,0.0002,0.0019
python,0.0001,0.0003,0.0003,0.0002
q,0.0001,0.0001,0.0002,0.001
q-learn,0.0003,0.0001,0.0002,0.0002
q-rung,0.0001,0.0001,0.0002,0.0012
q-tabl,0.0002,0.0001,0.0002,0.0002
qap,0.0004,0.0001,0.0002,0.0002
qaplib,0.0002,0.0001,0.0002,0.0002
qbiagdo,0.0001,0.0001,0.001,0.0002
qilv,0.0002,0.0001,0.0002,0.0002
qt,0.0003,0.0001,0.0002,0.0002
quadrat,0.0003,0.0001,0.0005,0.0002
qualit,0.0001,0.0003,0.0002,0.0003
qualiti,0.0015,0.0009,0.0015,0.0005
quantifi,0.0002,0.0003,0.0003,0.0002
quantiti,0.0001,0.0001,0.0002,0.0003
quantum,0.0002,0.0001,0.001,0.0009
quantum-resist,0.0002,0.0001,0.0002,0.0002
quasi-opposition-bas,0.0003,0.0001,0.0002,0.0002
quasi-oppositional-bas,0.0002,0.0001,0.0002,0.0002
queri,0.0001,0.0017,0.0002,0.0002
queue,0.0001,0.0001,0.0002,0.0007
quick,0.0001,0.0001,0.0003,0.0002
r-cnn,0.0001,0.0003,0.0002,0.0002
r-squar,0.0001,0.0003,0.0002,0.0002
rabbit,0.0005,0.0001,0.0002,0.0002
radial,0.0002,0.0001,0.0003,0.0002
radiat,0.0001,0.0001,0.0002,0.0003
radiograph,0.0001,0.0006,0.0002,0.0002
ramp,0.0002,0.0001,0.0002,0.0002
rand,0.0001,0.0001,0.0003,0.0002
random,0.0013,0.0009,0.001,0.0002
random-opposit,0.0002,0.0001,0.0002,0.0002
randomforest,0.0001,0.0003,0.0002,0.0002
rang,0.0004,0.0004,0.0007,0.0009
rangiranj,0.0001,0.0001,0.0002,0.0003
rank,0.0005,0.0001,0.0002,0.0014
rank-sum,0.0002,0.0001,0.0002,0.0002
raphson,0.0002,0.0001,0.0002,0.0002
rapid,0.0004,0.0003,0.0003,0.0002
rate,0.0008,0.0004,0.0008,0.0003
ratio,0.0003,0.0003,0.0002,0.0002
ravdess,0.0001,0.0001,0.0007,0.0002
reach,0.0002,0.0001,0.0003,0.0002
reactiv,0.0004,0.0001,0.0002,0.0002
real,0.0002,0.0003,0.0003,0.0003
real-lif,0.0002,0.0001,0.0003,0.0003
real-tim,0.0003,0.0003,0.0002,0.0002
real-world,0.0016,0.0004,0.0002,0.0003
realiti,0.0001,0.0003,0.0002,0.0002
realiz,0.0001,0.0001,0.0003,0.0002
reason,0.0002,0.0001,0.0002,0.0002
reasoning-actu,0.0001,0.0003,0.0002,0.0002
recal,0.0001,0.0004,0.0007,0.0003
receiv,0.0001,0.0001,0.0002,0.0005
recent,0.001,0.0008,0.0008,0.0007
recogn,0.0001,0.0001,0.0003,0.0002
recognis,0.0002,0.0001,0.0002,0.0002
recognit,0.0001,0.0012,0.001,0.0002
recommend,0.0002,0.0003,0.0003,0.0002
reconfigur,0.0004,0.0001,0.0002,0.0002
recoveri,0.0001,0.0003,0.0002,0.0002
rectifi,0.0001,0.0003,0.0002,0.0002
recurr,0.0001,0.0005,0.0002,0.0002
recurrent-convolut,0.0001,0.0003,0.0002,0.0002
redefin,0.0002,0.0001,0.0002,0.0002
redeploy,0.0002,0.0001,0.0002,0.0002
reduc,0.0016,0.0006,0.0017,0.0014
reduct,0.0004,0.0003,0.0007,0.0003
redund,0.0002,0.0008,0.0003,0.0007
refer,0.0002,0.0003,0.0005,0.0002
refin,0.0006,0.0003,0.0003,0.0003
reflect,0.0001,0.0003,0.0002,0.0003
regard,0.0004,0.0003,0.0002,0.0002
region,0.0009,0.0001,0.0007,0.0002
regress,0.0001,0.0005,0.0007,0.0002
regul,0.0003,0.0001,0.0002,0.0002
regular,0.0001,0.0003,0.0003,0.0002
reinforc,0.0001,0.0005,0.0002,0.0002
relat,0.0004,0.0006,0.0002,0.0014
relationship,0.0002,0.0005,0.0002,0.0002
releas,0.0001,0.0003,0.0002,0.0002
relev,0.0002,0.0003,0.0003,0.0007
reli,0.0002,0.0005,0.0003,0.0002
reliability-bas,0.0003,0.0001,0.0002,0.0002
reliabl,0.0007,0.0005,0.0003,0.0009
relianc,0.0002,0.0001,0.0002,0.0002
relink,0.0002,0.0001,0.0002,0.0002
reloc,0.0002,0.0001,0.0002,0.0002
remain,0.0004,0.0004,0.0003,0.0007
remark,0.0002,0.0004,0.0002,0.0002
remot,0.0001,0.001,0.0002,0.0002
remov,0.0002,0.0004,0.0002,0.0003
render,0.0001,0.0001,0.0005,0.0002
renew,0.0008,0.0004,0.0002,0.0007
renown,0.0001,0.0001,0.0003,0.0002
reorient,0.0001,0.0003,0.0002,0.0002
repeat,0.0001,0.0001,0.0002,0.0003
replic,0.0002,0.0001,0.0002,0.0002
report,0.0003,0.0001,0.0003,0.0003
repres,0.0004,0.0004,0.0002,0.0016
represent,0.0004,0.001,0.0013,0.0005
request,0.0005,0.0001,0.0002,0.0002
requir,0.0005,0.0014,0.0008,0.0009
res,0.0002,0.0001,0.0002,0.0002
research,0.0013,0.0026,0.0012,0.0019
research-ori,0.0001,0.0003,0.0002,0.0002
resenj,0.0001,0.0001,0.0002,0.0003
reservoir,0.0002,0.0001,0.0002,0.0002
reset,0.0001,0.0003,0.0002,0.0002
residenti,0.0001,0.0003,0.0002,0.0002
residu,0.0001,0.0003,0.0002,0.0002
resili,0.0003,0.0003,0.0002,0.0003
resist,0.0002,0.0003,0.0002,0.0003
resnet,0.0001,0.0004,0.0003,0.0002
resnet-101,0.0001,0.0003,0.0002,0.0002
resnet-50,0.0001,0.0003,0.0002,0.0002
resolut,0.0001,0.0003,0.0002,0.0002
resolv,0.0003,0.0001,0.0003,0.0003
reson,0.0001,0.0005,0.0002,0.0002
resourc,0.0003,0.0006,0.0002,0.0005
resource-consci,0.0001,0.0003,0.0002,0.0002
respect,0.0006,0.0005,0.0007,0.0003
respond,0.0003,0.0003,0.0002,0.0002
respons,0.0004,0.0005,0.0002,0.0002
ress,0.0003,0.0001,0.0002,0.0002
restor,0.0001,0.0004,0.0002,0.0002
restrict,0.0002,0.0001,0.0003,0.0003
restructur,0.0002,0.0001,0.0002,0.0002
result,0.004,0.0032,0.0032,0.0021
retain,0.0003,0.0001,0.0002,0.0002
retent,0.0001,0.0001,0.0002,0.0003
retrial,0.0001,0.0001,0.0002,0.0005
return,0.0001,0.0008,0.0002,0.0003
reusabl,0.0001,0.0001,0.0007,0.0002
reveal,0.0005,0.0003,0.0003,0.0003
revers,0.0001,0.0003,0.0002,0.0002
review,0.0004,0.0013,0.0003,0.0012
revolution,0.0001,0.0001,0.0002,0.0003
revolutionari,0.0002,0.0001,0.0002,0.0002
reward,0.0002,0.0001,0.0002,0.0003
rf,0.0001,0.0003,0.0003,0.0002
rich,0.0001,0.0003,0.0005,0.0002
right,0.0001,0.0001,0.0002,0.0003
rigor,0.0005,0.0001,0.0002,0.0002
ring,0.0001,0.0003,0.0002,0.0002
rise,0.0002,0.0001,0.0002,0.0002
risk,0.0007,0.0003,0.0005,0.0022
river,0.0001,0.0001,0.0007,0.0002
rmse,0.0002,0.0003,0.0007,0.0002
road,0.0001,0.0003,0.0002,0.0002
robot,0.0004,0.0008,0.0002,0.0009
robust,0.0016,0.0006,0.0005,0.0005
rof,0.0001,0.0001,0.0002,0.001
role,0.0002,0.0001,0.0007,0.0005
roll,0.0003,0.0001,0.0002,0.0002
root,0.0003,0.0005,0.0003,0.0002
rough,0.0003,0.0001,0.0002,0.0002
roulett,0.0003,0.0001,0.0002,0.0002
rout,0.001,0.0014,0.0003,0.0012
rr,0.0002,0.0001,0.0002,0.0002
